supplier_id,supplier_name,contact_name,contact_email,phone_number,address,city,state,product_categories_supplied,purchase_order_id,order_date,delivery_date,status,total_cost,payment_status
SUP00110,ModaSupply Solutions,Joseph Flores,joseph.flores@modasupplysolut.com,(244) 944-9543,5041 Market St,New York,NY,Skirts,PO0009032,2024-05-12,2024-05-17,Delivered,597.83,Pending
SUP00021,TextilePlus Solutions,Mark Rodriguez,mark.rodriguez@textileplussolu.com,(632) 387-5563,7679 Commerce Dr,Phoenix,AZ,"Dresses, Hoodies",PO0009033,2024-01-03,2024-01-03,Cancelled,1021.23,Pending
SUP00080,PremiumFabrics LLC,Christopher Davis,christopher.davis@premiumfabricsl.com,(991) 613-9431,118 Second St,Albuquerque,NM,"Dresses, Shirts",PO0009034,2024-03-18,2024-03-18,Cancelled,389.25,Pending
SUP00051,StyleCraft Inc.,Sharon Clark,sharon.clark@stylecraftinc.com,(598) 988-1320,9532 Supply Chain Ave,Tucson,AZ,Sweaters,PO0009035,2024-09-13,2024-09-19,Pending,1197.15,Partial
SUP00021,TextilePlus Solutions,Mark Rodriguez,mark.rodriguez@textileplussolu.com,(632) 387-5563,7679 Commerce Dr,Phoenix,AZ,"Dresses, Hoodies",PO0009036,2024-02-01,2024-02-01,Cancelled,2773.8,Pending
SUP00149,UrbanWear Wholesale,Charles Ramirez,charles.ramirez@urbanwearwholes.com,(201) 829-6780,4041 Third Ave,Louisville,KY,Accessories,PO0009037,2024-04-09,2024-04-17,Delivered,526.3,Paid
SUP00122,ThreadLine Trading,Margaret Davis,margaret.davis@threadlinetradi.com,(490) 894-8972,8733 Trade Center Blvd,Houston,TX,Activewear,PO0009038,2024-10-22,2024-11-03,Delivered,2032.28,Paid
SUP00073,EliteClothing Supply Co.,David Smith,david.smith@eliteclothingsu.com,(618) 661-8699,4871 Oak Ave,Charlotte,NC,Jackets,PO0009039,2024-01-22,2024-02-04,Pending,1067.33,Partial
SUP00026,ProStyle Supply Co.,Anthony Nelson,anthony.nelson@prostylesupplyc.com,(797) 778-9565,5283 Business Park Rd,Columbus,OH,"Shirts, Sweaters",PO0009040,2023-11-06,2023-11-26,Delivered,5000.0,Paid
SUP00067,RetailFabrics Manufacturing,Elizabeth Gonzalez,elizabeth.gonzalez@retailfabricsma.com,(421) 956-8933,4630 Third Ave,Atlanta,GA,"Hoodies, Shirts",PO0009041,2024-06-30,2024-07-14,Pending,699.35,Pending
SUP00104,QualityApparel Partners,Deborah Campbell,deborah.campbell@qualityapparelp.com,(358) 624-2622,8117 Fourth St,Louisville,KY,"Jackets, Jeans, Shirts, Sweaters",PO0009042,2023-12-31,2024-01-03,Delivered,1236.03,Paid
SUP00150,FabricWorks Solutions,Lisa Jones,lisa.jones@fabricworkssolu.com,(738) 757-9312,8416 Second St,New York,NY,"Jeans, Skirts",PO0009043,2023-12-10,2023-12-26,Delivered,570.56,Paid
SUP00095,TextileTrade Group,Michael Thomas,michael.thomas@textiletradegro.com,(590) 785-6881,9517 Trade Center Blvd,Denver,CO,Accessories,PO0009044,2024-03-15,2024-04-07,Shipped,367.69,Partial
SUP00048,ApparelSource Industries,Emily Lewis,emily.lewis@apparelsourcein.com,(362) 961-8777,7473 Business Park Rd,San Francisco,CA,"Dresses, Jackets, Skirts",PO0009045,2024-04-24,2024-05-07,Delivered,1645.24,Paid
SUP00054,FabricWorks Imports,Margaret Rodriguez,margaret.rodriguez@fabricworksimpo.com,(672) 386-1823,4362 Supply Chain Ave,El Paso,TX,Sweaters,PO0009046,2023-11-12,2023-11-19,Delivered,671.56,Paid
SUP00105,ModaSupply Group,Jessica Diaz,jessica.diaz@modasupplygroup.com,(571) 301-7018,9020 Warehouse Ln,Chicago,IL,"Hoodies, Shirts",PO0009047,2024-02-02,2024-02-07,Delivered,2542.06,Paid
SUP00126,UrbanTex Trading,David Phillips,david.phillips@urbantextrading.com,(832) 671-6928,1543 Logistics Pkwy,San Antonio,TX,Activewear,PO0009048,2024-02-03,2024-03-04,Delivered,1308.52,Paid
SUP00030,StyleSource Supply Co.,Deborah Scott,deborah.scott@stylesourcesupp.com,(359) 478-5616,3550 Distribution Dr,Columbus,OH,"Dresses, Jackets",PO0009049,2024-08-06,2024-08-24,Pending,1248.47,Pending
SUP00056,VogueSupply Supply Co.,Stephanie Adams,stephanie.adams@voguesupplysupp.com,(241) 972-1508,4151 Industrial Way,New York,NY,"Shirts, T-Shirts",PO0009050,2024-10-30,2024-11-13,Delivered,2080.27,Paid
SUP00044,ClassicThreads LLC,Joseph Phillips,joseph.phillips@classicthreadsl.com,(403) 350-1400,857 Commerce Dr,Tucson,AZ,"Hoodies, Skirts",PO0009051,2024-08-20,2024-08-20,Cancelled,2832.93,Pending
SUP00015,StyleSource Apparel,Rebecca Martin,rebecca.martin@stylesourceappa.com,(445) 259-4946,9395 Maple Dr,Philadelphia,PA,"Dresses, Hoodies, T-Shirts",PO0009052,2024-06-05,2024-06-13,Shipped,1000.06,Pending
SUP00054,FabricWorks Imports,Margaret Rodriguez,margaret.rodriguez@fabricworksimpo.com,(672) 386-1823,4362 Supply Chain Ave,El Paso,TX,Sweaters,PO0009053,2024-10-17,2024-10-25,Shipped,596.69,Pending
SUP00147,EliteClothing Manufacturing,Joshua King,joshua.king@eliteclothingma.com,(633) 313-5720,3993 Trade Center Blvd,Dallas,TX,Shorts,PO0009054,2023-12-05,2023-12-08,Delivered,813.83,Paid
SUP00124,ChicTextiles International,Elizabeth Rodriguez,elizabeth.rodriguez@chictextilesint.com,(589) 745-4770,8296 Second St,Detroit,MI,Outerwear,PO0009055,2024-08-06,2024-08-10,Pending,634.04,Pending
SUP00109,GarmentCo Distributors,William Mitchell,william.mitchell@garmentcodistri.com,(631) 738-2862,1141 Broadway,Milwaukee,WI,"Activewear, Dresses, Hoodies",PO0009056,2024-10-14,2024-10-23,Delivered,1808.44,Paid
SUP00121,StyleCraft Imports,Jennifer Moore,jennifer.moore@stylecraftimpor.com,(653) 877-7947,8057 Fourth St,Milwaukee,WI,"Dresses, Shirts",PO0009057,2024-10-08,2024-10-18,Delivered,2089.58,Paid
SUP00050,ApparelPro Wholesale,Joseph Harris,joseph.harris@apparelprowhole.com,(910) 356-4505,1152 Logistics Pkwy,Louisville,KY,"Shorts, Skirts",PO0009058,2024-09-14,2024-09-24,Shipped,450.87,Pending
SUP00036,FashionHub Inc.,Jason Robinson,jason.robinson@fashionhubinc.com,(558) 512-4728,3752 Main St,Fort Worth,TX,"Hoodies, Jackets",PO0009059,2024-09-19,2024-10-01,Delivered,3462.98,Paid
SUP00041,EliteClothing Wholesale,Richard Clark,richard.clark@eliteclothingwh.com,(880) 588-3851,9424 Trade Center Blvd,Memphis,TN,"Jackets, Jeans",PO0009060,2024-05-14,2024-05-16,Shipped,379.02,Pending
SUP00014,ProStyle Inc.,Barbara White,barbara.white@prostyleinc.com,(980) 365-9837,8789 Main St,El Paso,TX,"Hoodies, Sweaters",PO0009061,2024-02-29,2024-03-18,Delivered,1522.01,Paid
SUP00057,GlobalGarments Imports,Linda Torres,linda.torres@globalgarmentsi.com,(423) 676-5198,6143 Washington St,Dallas,TX,"Hoodies, Jackets, T-Shirts",PO0009062,2024-01-08,2024-01-15,Shipped,295.01,Paid
SUP00115,FabricWorks International,Michael Mitchell,michael.mitchell@fabricworksinte.com,(956) 581-3131,9215 Oak Ave,Oakland,CA,"Accessories, Hoodies",PO0009063,2024-09-23,2024-09-28,Delivered,213.77,Paid
SUP00128,ThreadLine Solutions,Steven Gonzalez,steven.gonzalez@threadlinesolut.com,(994) 557-6752,2519 Commerce Dr,San Antonio,TX,Shirts,PO0009064,2024-06-15,2024-06-21,Pending,539.08,Pending
SUP00074,UrbanWear Apparel,Sandra Jones,sandra.jones@urbanwearappare.com,(903) 439-5334,9763 Industrial Way,Baltimore,MD,Shirts,PO0009065,2024-09-23,2024-09-23,Cancelled,3493.81,Pending
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0009066,2024-09-10,2024-09-30,Shipped,2769.53,Pending
SUP00025,StyleCraft Solutions,Jennifer Diaz,jennifer.diaz@stylecraftsolut.com,(390) 270-2113,3953 Supply Chain Ave,Dallas,TX,"Activewear, Jeans, Outerwear, Shirts",PO0009067,2024-11-01,2024-11-17,Delivered,1160.92,Paid
SUP00017,TrendyTextiles Imports,Carol White,carol.white@trendytextilesi.com,(648) 729-8397,2082 Commerce Dr,Charlotte,NC,Jeans,PO0009068,2024-09-03,2024-09-06,Delivered,390.5,Paid
SUP00030,StyleSource Supply Co.,Deborah Scott,deborah.scott@stylesourcesupp.com,(359) 478-5616,3550 Distribution Dr,Columbus,OH,"Dresses, Jackets",PO0009069,2024-01-21,2024-02-07,Delivered,619.94,Paid
SUP00123,StyleCraft Distributors,Susan Martin,susan.martin@stylecraftdistr.com,(416) 985-3248,4286 Trade Center Blvd,El Paso,TX,Skirts,PO0009070,2024-02-17,2024-03-07,Delivered,1558.48,Paid
SUP00105,ModaSupply Group,Jessica Diaz,jessica.diaz@modasupplygroup.com,(571) 301-7018,9020 Warehouse Ln,Chicago,IL,"Hoodies, Shirts",PO0009071,2024-04-14,2024-04-30,Shipped,520.16,Paid
SUP00009,TextilePlus Industries,Andrew Rivera,andrew.rivera@textileplusindu.com,(522) 417-9179,6582 Market St,San Jose,CA,Shirts,PO0009072,2023-12-16,2023-12-25,Delivered,943.64,Paid
SUP00056,VogueSupply Supply Co.,Stephanie Adams,stephanie.adams@voguesupplysupp.com,(241) 972-1508,4151 Industrial Way,New York,NY,"Shirts, T-Shirts",PO0009073,2024-09-21,2024-10-05,Delivered,1544.69,Partial
SUP00113,ProStyle International,Michael Gomez,michael.gomez@prostyleinterna.com,(918) 317-4522,7146 Market St,Charlotte,NC,"Shorts, Skirts",PO0009074,2024-01-23,2024-02-07,Shipped,1563.88,Paid
SUP00071,ThreadLine Solutions,Ronald Clark,ronald.clark@threadlinesolut.com,(820) 810-4697,8661 Supply Chain Ave,Milwaukee,WI,"Activewear, Jackets, Outerwear, Shorts",PO0009075,2024-01-04,2024-01-14,Shipped,1525.57,Partial
SUP00147,EliteClothing Manufacturing,Joshua King,joshua.king@eliteclothingma.com,(633) 313-5720,3993 Trade Center Blvd,Dallas,TX,Shorts,PO0009076,2023-12-14,2023-12-23,Delivered,1167.36,Paid
SUP00005,FabricWorks Solutions,Charles Turner,charles.turner@fabricworkssolu.com,(843) 833-6925,9559 Industrial Way,Phoenix,AZ,Shirts,PO0009077,2024-04-01,2024-04-10,Shipped,466.09,Pending
SUP00054,FabricWorks Imports,Margaret Rodriguez,margaret.rodriguez@fabricworksimpo.com,(672) 386-1823,4362 Supply Chain Ave,El Paso,TX,Sweaters,PO0009078,2024-03-26,2024-04-06,Pending,1754.76,Pending
SUP00017,TrendyTextiles Imports,Carol White,carol.white@trendytextilesi.com,(648) 729-8397,2082 Commerce Dr,Charlotte,NC,Jeans,PO0009079,2024-09-12,2024-09-29,Delivered,3048.4,Paid
SUP00031,GlobalGarments LLC,Jeffrey Brown,jeffrey.brown@globalgarmentsl.com,(294) 849-7939,4633 Oak Ave,Los Angeles,CA,"Accessories, T-Shirts",PO0009080,2024-01-06,2024-01-08,Delivered,1568.81,Paid
SUP00076,UrbanWear International,Sarah Allen,sarah.allen@urbanwearintern.com,(752) 705-8172,1417 Fourth St,Houston,TX,"Activewear, Outerwear, Sweaters",PO0009081,2024-07-25,2024-08-14,Pending,673.23,Pending
SUP00026,ProStyle Supply Co.,Anthony Nelson,anthony.nelson@prostylesupplyc.com,(797) 778-9565,5283 Business Park Rd,Columbus,OH,"Shirts, Sweaters",PO0009082,2024-02-04,2024-02-09,Shipped,990.12,Partial
SUP00043,FashionForward Industries,Timothy Mitchell,timothy.mitchell@fashionforwardi.com,(373) 874-2389,4749 First Ave,Nashville,TN,Shirts,PO0009083,2023-12-07,2023-12-23,Delivered,1661.81,Paid
SUP00006,RetailFabrics LLC,Jennifer Diaz,jennifer.diaz@retailfabricsll.com,(438) 303-7227,4654 Market St,Portland,OR,Sweaters,PO0009084,2024-10-15,2024-10-28,Shipped,1501.42,Pending
SUP00073,EliteClothing Supply Co.,David Smith,david.smith@eliteclothingsu.com,(618) 661-8699,4871 Oak Ave,Charlotte,NC,Jackets,PO0009085,2024-05-13,2024-05-27,Pending,629.81,Partial
SUP00096,TrendyTextiles LLC,James Torres,james.torres@trendytextilesl.com,(902) 996-1803,8238 Trade Center Blvd,Charlotte,NC,"Shirts, Sweaters",PO0009086,2024-09-03,2024-09-19,Shipped,4543.09,Partial
SUP00083,FabricWorks Inc.,Sharon Davis,sharon.davis@fabricworksinc.com,(672) 320-3522,8265 Trade Center Blvd,Sacramento,CA,"Accessories, Shorts, Skirts",PO0009087,2024-05-29,2024-06-04,Delivered,2244.25,Paid
SUP00004,ThreadLine Supply Co.,Matthew Miller,matthew.miller@threadlinesuppl.com,(567) 552-5333,811 Market St,Miami,FL,Shorts,PO0009088,2023-12-31,2024-01-15,Shipped,626.28,Paid
SUP00016,ApparelPro Imports,Donald Scott,donald.scott@apparelproimpor.com,(369) 471-9645,7032 Industrial Way,Miami,FL,"Jackets, Outerwear, Shirts",PO0009089,2024-04-23,2024-04-23,Cancelled,1676.2,Pending
SUP00038,GarmentCo Distributors,Michael Hill,michael.hill@garmentcodistri.com,(644) 553-6139,7249 Fourth St,Sacramento,CA,Activewear,PO0009090,2024-06-08,2024-06-27,Pending,461.07,Pending
SUP00052,ClothingDirect Textiles,Matthew Diaz,matthew.diaz@clothingdirectt.com,(629) 751-9947,9983 Commerce Dr,Fresno,CA,Shorts,PO0009091,2024-06-11,2024-06-21,Shipped,5000.0,Paid
SUP00075,VogueSupply Wholesale,Sarah Evans,sarah.evans@voguesupplywhol.com,(345) 273-1977,2818 Trade Center Blvd,Denver,CO,"Jackets, Skirts",PO0009092,2024-02-03,2024-02-16,Delivered,479.59,Paid
SUP00146,UrbanWear Apparel,William Carter,william.carter@urbanwearappare.com,(922) 680-8349,186 Maple Dr,New York,NY,T-Shirts,PO0009093,2024-10-24,2024-11-09,Delivered,1741.14,Paid
SUP00050,ApparelPro Wholesale,Joseph Harris,joseph.harris@apparelprowhole.com,(910) 356-4505,1152 Logistics Pkwy,Louisville,KY,"Shorts, Skirts",PO0009094,2024-02-26,2024-03-03,Delivered,1296.52,Partial
SUP00108,GarmentCo Textiles,Elizabeth Davis,elizabeth.davis@garmentcotextil.com,(876) 226-3159,343 Warehouse Ln,San Francisco,CA,"Jeans, T-Shirts",PO0009095,2024-08-10,2024-08-21,Shipped,1639.14,Paid
SUP00054,FabricWorks Imports,Margaret Rodriguez,margaret.rodriguez@fabricworksimpo.com,(672) 386-1823,4362 Supply Chain Ave,El Paso,TX,Sweaters,PO0009096,2024-09-02,2024-09-12,Pending,1116.51,Partial
SUP00121,StyleCraft Imports,Jennifer Moore,jennifer.moore@stylecraftimpor.com,(653) 877-7947,8057 Fourth St,Milwaukee,WI,"Dresses, Shirts",PO0009097,2024-05-20,2024-05-22,Pending,5000.0,Pending
SUP00044,ClassicThreads LLC,Joseph Phillips,joseph.phillips@classicthreadsl.com,(403) 350-1400,857 Commerce Dr,Tucson,AZ,"Hoodies, Skirts",PO0009098,2024-08-24,2024-08-24,Cancelled,542.01,Pending
SUP00104,QualityApparel Partners,Deborah Campbell,deborah.campbell@qualityapparelp.com,(358) 624-2622,8117 Fourth St,Louisville,KY,"Jackets, Jeans, Shirts, Sweaters",PO0009099,2024-07-31,2024-08-18,Delivered,872.22,Pending
SUP00085,GarmentCo Apparel,James Jackson,james.jackson@garmentcoappare.com,(943) 505-9022,2534 Market St,Miami,FL,"Dresses, Sweaters",PO0009100,2024-07-29,2024-08-10,Delivered,1166.31,Paid
SUP00111,TextileTrade International,Margaret Baker,margaret.baker@textiletradeint.com,(310) 702-8267,1304 Maple Dr,El Paso,TX,"Hoodies, T-Shirts",PO0009101,2024-02-02,2024-02-02,Cancelled,1695.53,Partial
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0009102,2024-01-30,2024-02-06,Delivered,296.14,Partial
SUP00127,TrendyTextiles Solutions,Jennifer Sanchez,jennifer.sanchez@trendytextiless.com,(517) 963-6562,3730 Distribution Dr,Austin,TX,Accessories,PO0009103,2023-12-20,2024-01-03,Delivered,2615.28,Paid
SUP00060,VogueSupply Trading,James Diaz,james.diaz@voguesupplytrad.com,(630) 701-2729,7202 Warehouse Ln,Albuquerque,NM,"Dresses, Shorts, T-Shirts",PO0009104,2024-06-24,2024-06-30,Shipped,2463.54,Paid
SUP00006,RetailFabrics LLC,Jennifer Diaz,jennifer.diaz@retailfabricsll.com,(438) 303-7227,4654 Market St,Portland,OR,Sweaters,PO0009105,2024-10-04,2024-10-31,Delivered,1909.89,Pending
SUP00001,VogueSupply Supply Co.,Mary Mitchell,mary.mitchell@voguesupplysupp.com,(481) 450-4657,2386 Cedar Ln,Miami,FL,Shorts,PO0009106,2024-06-15,2024-07-04,Shipped,3368.57,Partial
SUP00072,SwiftFashion Partners,Patricia Flores,patricia.flores@swiftfashionpar.com,(957) 301-4404,3557 Business Park Rd,Philadelphia,PA,T-Shirts,PO0009107,2024-08-15,2024-09-01,Pending,666.82,Pending
SUP00058,SwiftFashion Distributors,Karen Torres,karen.torres@swiftfashiondis.com,(893) 584-7498,3349 Maple Dr,San Francisco,CA,Jackets,PO0009108,2023-12-23,2024-01-04,Pending,3164.69,Pending
SUP00040,ProStyle Trading,Brian Diaz,brian.diaz@prostyletrading.com,(327) 937-5920,8408 Trade Center Blvd,Louisville,KY,"Jackets, Outerwear",PO0009109,2024-04-01,2024-04-19,Delivered,1597.06,Paid
SUP00047,GarmentHub Apparel,Linda Robinson,linda.robinson@garmenthubappar.com,(336) 675-9702,9257 Fourth St,El Paso,TX,"Activewear, Dresses, Shorts, Skirts",PO0009110,2024-04-07,2024-04-23,Shipped,1259.85,Pending
SUP00115,FabricWorks International,Michael Mitchell,michael.mitchell@fabricworksinte.com,(956) 581-3131,9215 Oak Ave,Oakland,CA,"Accessories, Hoodies",PO0009111,2024-07-24,2024-08-08,Delivered,1317.86,Paid
SUP00121,StyleCraft Imports,Jennifer Moore,jennifer.moore@stylecraftimpor.com,(653) 877-7947,8057 Fourth St,Milwaukee,WI,"Dresses, Shirts",PO0009112,2024-04-15,2024-04-28,Delivered,427.17,Paid
SUP00022,StyleCraft Imports,Paul Turner,paul.turner@stylecraftimpor.com,(215) 295-4872,2824 Logistics Pkwy,Fresno,CA,"Jeans, Shorts",PO0009113,2024-09-27,2024-10-04,Delivered,393.99,Paid
SUP00012,MetroTextiles LLC,Emily Parker,emily.parker@metrotextilesll.com,(211) 896-2876,8897 Business Park Rd,Nashville,TN,Shorts,PO0009114,2024-08-11,2024-08-28,Pending,400.1,Pending
SUP00125,StyleCraft International,Mary Robinson,mary.robinson@stylecraftinter.com,(279) 520-8033,9494 Supply Chain Ave,Louisville,KY,Shorts,PO0009115,2024-10-20,2024-10-28,Delivered,1592.73,Paid
SUP00142,ModaSupply Textiles,Charles Roberts,charles.roberts@modasupplytexti.com,(591) 714-9641,6959 Washington St,Fort Worth,TX,"Jackets, Jeans, T-Shirts",PO0009116,2024-04-08,2024-04-24,Delivered,729.41,Paid
SUP00134,FashionHub Manufacturing,Mark Lewis,mark.lewis@fashionhubmanuf.com,(736) 735-3600,6062 Warehouse Ln,Denver,CO,"Accessories, Sweaters",PO0009117,2024-10-02,2024-10-02,Cancelled,1127.64,Pending
SUP00024,TextilePlus Distributors,Donna Mitchell,donna.mitchell@textileplusdist.com,(755) 262-6138,1036 Oak Ave,Tucson,AZ,"Dresses, T-Shirts",PO0009118,2024-05-14,2024-05-30,Delivered,303.03,Paid
SUP00048,ApparelSource Industries,Emily Lewis,emily.lewis@apparelsourcein.com,(362) 961-8777,7473 Business Park Rd,San Francisco,CA,"Dresses, Jackets, Skirts",PO0009119,2024-06-16,2024-06-25,Delivered,885.49,Paid
SUP00069,ThreadLine Apparel,James Torres,james.torres@threadlineappar.com,(491) 680-8843,7316 Distribution Dr,Jacksonville,FL,"Activewear, Hoodies, Jackets, Skirts",PO0009120,2024-04-25,2024-05-09,Delivered,528.75,Paid
SUP00036,FashionHub Inc.,Jason Robinson,jason.robinson@fashionhubinc.com,(558) 512-4728,3752 Main St,Fort Worth,TX,"Hoodies, Jackets",PO0009121,2023-12-06,2023-12-21,Delivered,913.11,Paid
SUP00124,ChicTextiles International,Elizabeth Rodriguez,elizabeth.rodriguez@chictextilesint.com,(589) 745-4770,8296 Second St,Detroit,MI,Outerwear,PO0009122,2024-01-11,2024-02-02,Pending,1194.2,Pending
SUP00043,FashionForward Industries,Timothy Mitchell,timothy.mitchell@fashionforwardi.com,(373) 874-2389,4749 First Ave,Nashville,TN,Shirts,PO0009123,2024-08-08,2024-08-14,Delivered,1011.43,Paid
SUP00105,ModaSupply Group,Jessica Diaz,jessica.diaz@modasupplygroup.com,(571) 301-7018,9020 Warehouse Ln,Chicago,IL,"Hoodies, Shirts",PO0009124,2024-01-29,2024-02-15,Delivered,1503.21,Paid
SUP00097,VogueSupply Inc.,Michelle Taylor,michelle.taylor@voguesupplyinc.com,(894) 973-3240,1691 Oak Ave,Boston,MA,"Activewear, Jeans, Sweaters",PO0009125,2024-08-13,2024-08-30,Pending,1396.4,Pending
SUP00102,VogueSupply Supply Co.,Kevin Evans,kevin.evans@voguesupplysupp.com,(675) 917-5951,6789 Cedar Ln,San Diego,CA,Jeans,PO0009126,2023-12-06,2023-12-21,Pending,3766.37,Paid
SUP00115,FabricWorks International,Michael Mitchell,michael.mitchell@fabricworksinte.com,(956) 581-3131,9215 Oak Ave,Oakland,CA,"Accessories, Hoodies",PO0009127,2024-09-28,2024-10-13,Delivered,1764.95,Paid
SUP00019,GarmentCo Imports,Ashley Wilson,ashley.wilson@garmentcoimport.com,(752) 335-8744,4081 Broadway,Louisville,KY,Hoodies,PO0009128,2024-04-10,2024-04-26,Pending,1420.88,Pending
SUP00123,StyleCraft Distributors,Susan Martin,susan.martin@stylecraftdistr.com,(416) 985-3248,4286 Trade Center Blvd,El Paso,TX,Skirts,PO0009129,2024-01-07,2024-01-14,Pending,2514.53,Pending
SUP00032,GarmentCo Wholesale,Deborah Lewis,deborah.lewis@garmentcowholes.com,(764) 922-8007,9289 Main St,Dallas,TX,Outerwear,PO0009130,2024-04-14,2024-05-02,Delivered,310.57,Paid
SUP00005,FabricWorks Solutions,Charles Turner,charles.turner@fabricworkssolu.com,(843) 833-6925,9559 Industrial Way,Phoenix,AZ,Shirts,PO0009131,2023-11-14,2023-12-07,Delivered,623.19,Paid
SUP00053,GlobalGarments Distributors,Matthew Perez,matthew.perez@globalgarmentsd.com,(884) 895-7624,2804 Market St,San Diego,CA,"Accessories, Dresses, Jeans, Shorts",PO0009132,2024-03-18,2024-03-25,Shipped,1266.34,Paid
SUP00033,StyleSource Wholesale,Paul Williams,paul.williams@stylesourcewhol.com,(578) 796-3426,7141 Park Blvd,Houston,TX,"Jeans, Sweaters",PO0009133,2024-04-08,2024-04-30,Shipped,2756.67,Partial
SUP00093,GarmentHub Partners,Barbara Anderson,barbara.anderson@garmenthubpartn.com,(672) 853-5161,7629 Business Park Rd,Los Angeles,CA,"Dresses, Jackets, Skirts",PO0009134,2024-10-05,2024-10-15,Delivered,540.86,Paid
SUP00139,ApparelPro Supply Co.,Charles Diaz,charles.diaz@apparelprosuppl.com,(303) 719-9843,8726 Oak Ave,Nashville,TN,"Activewear, Outerwear, T-Shirts",PO0009135,2023-11-02,2023-11-18,Shipped,1558.8,Paid
SUP00017,TrendyTextiles Imports,Carol White,carol.white@trendytextilesi.com,(648) 729-8397,2082 Commerce Dr,Charlotte,NC,Jeans,PO0009136,2024-03-01,2024-03-05,Delivered,1945.06,Paid
SUP00003,GarmentCo Textiles,Laura Smith,laura.smith@garmentcotextil.com,(977) 363-7924,5674 Business Park Rd,San Jose,CA,Sweaters,PO0009137,2024-05-30,2024-05-30,Cancelled,2414.62,Partial
SUP00052,ClothingDirect Textiles,Matthew Diaz,matthew.diaz@clothingdirectt.com,(629) 751-9947,9983 Commerce Dr,Fresno,CA,Shorts,PO0009138,2024-02-28,2024-03-18,Shipped,2425.07,Partial
SUP00080,PremiumFabrics LLC,Christopher Davis,christopher.davis@premiumfabricsl.com,(991) 613-9431,118 Second St,Albuquerque,NM,"Dresses, Shirts",PO0009139,2024-08-19,2024-08-19,Cancelled,729.48,Partial
SUP00054,FabricWorks Imports,Margaret Rodriguez,margaret.rodriguez@fabricworksimpo.com,(672) 386-1823,4362 Supply Chain Ave,El Paso,TX,Sweaters,PO0009140,2024-10-25,2024-10-25,Cancelled,1745.2,Pending
SUP00041,EliteClothing Wholesale,Richard Clark,richard.clark@eliteclothingwh.com,(880) 588-3851,9424 Trade Center Blvd,Memphis,TN,"Jackets, Jeans",PO0009141,2024-01-19,2024-02-03,Delivered,978.66,Paid
SUP00059,TextileTrade Imports,Joshua Phillips,joshua.phillips@textiletradeimp.com,(323) 779-1672,5788 Second St,Baltimore,MD,"Dresses, Hoodies",PO0009142,2024-03-22,2024-04-11,Pending,5000.0,Partial
SUP00134,FashionHub Manufacturing,Mark Lewis,mark.lewis@fashionhubmanuf.com,(736) 735-3600,6062 Warehouse Ln,Denver,CO,"Accessories, Sweaters",PO0009143,2024-06-23,2024-07-22,Delivered,1499.59,Paid
SUP00038,GarmentCo Distributors,Michael Hill,michael.hill@garmentcodistri.com,(644) 553-6139,7249 Fourth St,Sacramento,CA,Activewear,PO0009144,2024-07-10,2024-07-30,Delivered,1318.29,Paid
SUP00115,FabricWorks International,Michael Mitchell,michael.mitchell@fabricworksinte.com,(956) 581-3131,9215 Oak Ave,Oakland,CA,"Accessories, Hoodies",PO0009145,2023-11-12,2023-11-30,Delivered,231.8,Paid
SUP00069,ThreadLine Apparel,James Torres,james.torres@threadlineappar.com,(491) 680-8843,7316 Distribution Dr,Jacksonville,FL,"Activewear, Hoodies, Jackets, Skirts",PO0009146,2023-11-07,2023-11-23,Shipped,3675.95,Paid
SUP00002,StyleCraft Distributors,Jennifer Wilson,jennifer.wilson@stylecraftdistr.com,(438) 717-1434,9295 Industrial Way,Miami,FL,"Activewear, Skirts",PO0009147,2024-09-23,2024-10-09,Delivered,916.82,Paid
SUP00064,EliteClothing Textiles,Jessica Hall,jessica.hall@eliteclothingte.com,(687) 861-9041,7442 Main St,Philadelphia,PA,Shorts,PO0009148,2024-09-20,2024-10-01,Delivered,3178.48,Paid
SUP00138,QualityApparel Solutions,Lisa Johnson,lisa.johnson@qualityapparels.com,(571) 516-3953,3609 Distribution Dr,Fresno,CA,T-Shirts,PO0009149,2024-01-02,2024-01-07,Pending,1490.43,Pending
SUP00044,ClassicThreads LLC,Joseph Phillips,joseph.phillips@classicthreadsl.com,(403) 350-1400,857 Commerce Dr,Tucson,AZ,"Hoodies, Skirts",PO0009150,2024-04-13,2024-05-01,Delivered,822.22,Partial
SUP00104,QualityApparel Partners,Deborah Campbell,deborah.campbell@qualityapparelp.com,(358) 624-2622,8117 Fourth St,Louisville,KY,"Jackets, Jeans, Shirts, Sweaters",PO0009151,2024-01-17,2024-01-25,Pending,5000.0,Pending
SUP00018,SwiftFashion Solutions,Joseph Nguyen,joseph.nguyen@swiftfashionsol.com,(425) 207-2163,1064 Commerce Dr,Phoenix,AZ,"Dresses, Hoodies, Shirts, Sweaters",PO0009152,2023-12-08,2023-12-21,Delivered,1408.96,Paid
