product_id,name,category,sub_category,color,size,cost_price,selling_price,stock_quantity,reorder_threshold,supplier_id,last_restock_date,location,barcode
CLO-18936,Navy Belt,Accessories,Belt,Navy,L,8.0,17.0,55,6,SUP-003,2025-10-10,Online Warehouse,6380769697290
CLO-18937,Green Linen Shorts,Bottomwear,Shorts,Green,M,11.0,23.0,100,9,SUP-016,2025-08-04,SF Downtown Store,0643842823963
CLO-18938,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,49.0,320,15,SUP-003,2025-09-12,SF Downtown Store,9163888870527
CLO-18939,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,44.0,120,12,SUP-007,2025-08-28,Palo Alto Outlet,6837354866914
CLO-18940,White Linen Shirt,Tops,Shirt,White,S,14.5,28.0,260,14,SUP-012,2025-09-05,SF Downtown Store,2554255599285
CLO-18941,Red Silk Blouse,Tops,Blouse,Red,M,32.0,68.0,90,10,SUP-004,2025-10-02,Online Warehouse,3387657582408
CLO-18942,Gray Cable Knit Hoodie,Jackets,Hoodie,Gray,XL,26.0,52.0,60,8,SUP-009,2025-07-21,Palo Alto Outlet,3415858393660
CLO-18943,Blue Denim Shorts,Bottomwear,Shorts,Blue,S,16.0,32.0,180,12,SUP-015,2025-10-03,SF Downtown Store,5537829159507
CLO-18944,Black Leather Belt,Accessories,Belt,Black,M,9.0,18.0,40,6,SUP-006,2025-08-01,Online Warehouse,1627854742905
CLO-18945,Beige Pashmina Scarf,Accessories,Scarf,Beige,M,7.5,15.0,30,5,SUP-002,2025-09-20,Palo Alto Outlet,7895842952496
CLO-18946,Navy Pique Polo Tee,Tops,T-Shirt,Navy,L,11.5,24.0,260,12,SUP-011,2025-09-27,SF Downtown Store,7269619123805
CLO-18947,Green Tank Top,Tops,Tank Top,Green,XS,6.5,14.0,150,6,SUP-013,2025-06-18,Online Warehouse,0833504258538
CLO-18948,Purple Cardigan,Jackets,Cardigan,Purple,XXL,20.0,40.0,50,7,SUP-005,2025-07-14,SF Downtown Store,6835119035937
CLO-18949,White Cotton T-Shirt,Tops,T-Shirt,White,M,9.0,18.0,340,12,SUP-001,2025-09-11,Palo Alto Outlet,5638856853193
CLO-18950,Brown Corduroy Pants,Bottomwear,Pants,Brown,L,23.0,46.0,110,10,SUP-014,2025-08-15,SF Downtown Store,5564292778236
CLO-18951,Blue Knit Cardigan,Jackets,Cardigan,Blue,M,18.0,36.0,70,9,SUP-010,2025-10-01,Online Warehouse,8131434204249
CLO-18952,Black Sweatshirt,Tops,Shirt,Black,XL,12.0,24.0,140,8,SUP-008,2025-08-09,Palo Alto Outlet,3976848490006
CLO-18953,Gray Jeans,Bottomwear,Jeans,Gray,M,25.0,50.0,210,14,SUP-016,2025-09-30,SF Downtown Store,0322969893145
CLO-18954,Red Cap,Accessories,Cap,Red,XXL,6.0,12.0,25,4,SUP-018,2025-07-28,Online Warehouse,6625282516465
CLO-18955,Blue Belt,Accessories,Belt,Blue,S,8.0,16.0,65,6,SUP-019,2025-09-08,SF Downtown Store,3019384404775
CLO-18956,Pink Tank Top,Tops,Tank Top,Pink,XS,5.0,12.0,95,6,SUP-020,2025-08-22,Palo Alto Outlet,1525662885253
CLO-18957,Beige Trench Coat,Jackets,Coat,Beige,L,45.0,90.0,25,5,SUP-017,2025-06-25,Online Warehouse,0216738047677
CLO-18958,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,62.0,320,15,SUP-007,2025-09-14,SF Downtown Store,8390183844039
CLO-18959,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,55.0,140,12,SUP-003,2025-08-02,Palo Alto Outlet,0103490225590
CLO-18960,White V-Neck T-Shirt,Tops,T-Shirt,White,S,6.5,14.0,420,12,SUP-012,2025-10-05,Online Warehouse,6188722353033
CLO-18961,Red Tank Top,Tops,Tank Top,Red,XS,5.0,12.0,150,10,SUP-005,2025-07-21,SF Downtown Store,6798328916612
CLO-18962,Gray Blazer,Jackets,Blazer,Gray,XL,40.0,95.0,60,12,SUP-018,2025-06-30,Palo Alto Outlet,6811824932832
CLO-18963,Beige Linen Shirt,Tops,Shirt,Beige,M,22.0,54.0,210,15,SUP-009,2025-09-28,SF Downtown Store,5574445693583
CLO-18964,Blue Skinny Jeans,Bottomwear,Jeans,Blue,S,25.0,65.0,180,14,SUP-002,2025-09-02,Online Warehouse,5410326788796
CLO-18965,Navy Cap,Accessories,Cap,Navy,L,4.0,12.0,90,8,SUP-014,2025-08-19,Palo Alto Outlet,6113014444104
CLO-18966,Brown Leather Belt,Accessories,Belt,Brown,M,7.5,18.0,95,8,SUP-011,2025-07-28,SF Downtown Store,8689063766144
CLO-18967,Purple Cardigan,Jackets,Cardigan,Purple,XXL,33.0,79.0,40,6,SUP-004,2025-10-12,Online Warehouse,8906593793013
CLO-18968,Black Puffer Coat,Jackets,Coat,Black,L,46.0,110.0,28,5,SUP-019,2025-05-20,SF Downtown Store,1057169943918
CLO-18969,White Short-Sleeve Shirt,Tops,Shirt,White,M,14.0,32.0,260,12,SUP-006,2025-09-21,Palo Alto Outlet,5686748475862
CLO-18970,Blue Denim Cap,Accessories,Cap,Blue,S,6.0,14.0,70,7,SUP-010,2025-08-14,Online Warehouse,1875406570224
CLO-18971,Green Hoodie,Tops,Hoodie,Green,M,20.0,48.0,110,10,SUP-013,2025-09-04,SF Downtown Store,5852771305976
CLO-18972,Gray Tank Top,Tops,Tank Top,Gray,S,5.5,11.0,0,5,SUP-008,2025-06-15,Palo Alto Outlet,1801551334123
CLO-18973,Black Leather Belt,Accessories,Belt,Black,XL,9.0,22.0,55,7,SUP-017,2025-10-08,Online Warehouse,1503377747467
CLO-18974,Cream Blouse,Tops,Blouse,Beige,L,18.0,40.0,120,12,SUP-015,2025-08-31,SF Downtown Store,3896000320663
CLO-18975,Red Blazer,Jackets,Blazer,Red,M,38.0,90.0,75,9,SUP-020,2025-07-11,Palo Alto Outlet,1771228044241
CLO-18976,Navy Cotton Shirt,Tops,Shirt,Navy,XL,16.0,38.0,230,13,SUP-001,2025-10-20,Online Warehouse,6607299895534
CLO-18977,Beige Chino Pants,Bottomwear,Pants,Beige,L,24.0,60.0,190,12,SUP-016,2025-09-18,SF Downtown Store,5756834822778
CLO-18978,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,32.5,64.0,320,15,SUP-003,2025-09-18,SF Downtown Store,9348433336248
CLO-18979,Black Cotton Hoodie,Jackets,Hoodie,Black,L,28.0,56.0,150,12,SUP-010,2025-07-24,Palo Alto Outlet,9000190938761
CLO-18980,White V-Neck T-Shirt,Tops,T-Shirt,White,M,6.5,12.0,260,10,SUP-007,2025-10-02,Online Warehouse,4733220633995
CLO-18981,Red Silk Blouse,Tops,Blouse,Red,S,18.0,36.0,90,8,SUP-004,2025-08-11,SF Downtown Store,3410345550145
CLO-18982,Gray Tank Top,Tops,Tank Top,Gray,XS,9.0,15.0,110,12,SUP-012,2025-06-20,Online Warehouse,3073002290077
CLO-18983,Beige Khaki Pants,Bottomwear,Pants,Beige,L,25.0,50.0,180,14,SUP-002,2025-09-05,Palo Alto Outlet,3765550446220
CLO-18984,Navy Blazer,Jackets,Blazer,Navy,M,40.0,90.0,60,10,SUP-011,2025-08-29,SF Downtown Store,3699957538029
CLO-18985,Green Cardigan,Jackets,Cardigan,Green,S,22.0,44.0,40,8,SUP-005,2025-09-15,Online Warehouse,9912028021326
CLO-18986,Brown Leather Belt,Accessories,Belt,Brown,M,12.0,24.0,75,6,SUP-018,2025-10-03,Palo Alto Outlet,4011662892793
CLO-18987,Black Cap,Accessories,Cap,Black,S,5.0,12.0,95,8,SUP-006,2025-07-14,SF Downtown Store,0815550786130
CLO-18988,White Beanie,Accessories,Hat,White,M,7.0,14.0,40,5,SUP-009,2025-08-22,Online Warehouse,8585001769209
CLO-18989,Blue Denim Shorts,Bottomwear,Shorts,Blue,S,14.0,28.0,140,10,SUP-013,2025-09-30,Palo Alto Outlet,9072780908525
CLO-18990,Pink Blouse,Tops,Blouse,Pink,M,16.0,32.0,70,8,SUP-014,2025-06-28,SF Downtown Store,9463089646962
CLO-18991,Yellow Pullover Hoodie,Jackets,Hoodie,Yellow,XL,24.0,48.0,55,10,SUP-015,2025-08-17,Online Warehouse,4341349992554
CLO-18992,Gray Denim Jacket,Jackets,Coat,Gray,L,36.0,72.0,25,6,SUP-008,2025-09-24,SF Downtown Store,9595289216722
CLO-18993,Beige Blazer,Jackets,Blazer,Beige,S,34.0,68.0,110,12,SUP-001,2025-07-07,Palo Alto Outlet,3402879573637
CLO-18994,Blue Cap,Accessories,Cap,Blue,M,6.0,12.0,120,10,SUP-017,2025-06-13,Online Warehouse,5995324668967
CLO-18995,Red Scarf,Accessories,Scarf,Red,L,9.0,18.0,85,7,SUP-019,2025-09-02,SF Downtown Store,6136173696540
CLO-18996,Navy Tank Top,Tops,Tank Top,Navy,XS,8.0,14.0,180,12,SUP-020,2025-10-04,Online Warehouse,3568742912930
CLO-18997,Black Jeans Shorts,Bottomwear,Shorts,Black,M,15.0,30.0,150,12,SUP-016,2025-05-28,Palo Alto Outlet,4311301215500
CLO-18998,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,59.0,320,15,SUP-012,2025-08-14,SF Downtown Store,1792256641874
CLO-18999,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,46.0,180,12,SUP-007,2025-09-02,Palo Alto Outlet,2948806406858
CLO-19000,Red Rayon Blouse,Tops,Blouse,Red,S,14.5,31.0,210,10,SUP-003,2025-07-28,Online Warehouse,0698434959795
CLO-19001,White Cotton T-Shirt,Tops,T-Shirt,White,XS,6.0,14.5,440,15,SUP-005,2025-10-01,SF Downtown Store,8232471146277
CLO-19002,Gray Tank Top,Tops,Tank Top,Gray,M,5.5,12.0,260,8,SUP-001,2025-06-18,Palo Alto Outlet,2080794835538
CLO-19003,Blue Denim Shorts,Bottomwear,Shorts,Blue,S,10.0,18.0,380,12,SUP-008,2025-08-05,SF Downtown Store,1066612816413
CLO-19004,Beige Cardigan,Jackets,Cardigan,Beige,XL,26.0,54.0,90,10,SUP-011,2025-09-20,Online Warehouse,2096358792129
CLO-19005,Black Cap,Accessories,Cap,Black,M,4.0,12.0,50,6,SUP-014,2025-07-30,Palo Alto Outlet,5916039989890
CLO-19006,Brown Leather Belt,Accessories,Belt,Brown,L,9.0,22.0,70,8,SUP-015,2025-10-02,SF Downtown Store,5215257419229
CLO-19007,Navy Blazer,Jackets,Blazer,Navy,M,45.0,90.0,60,8,SUP-009,2025-08-22,Online Warehouse,1534619198787
CLO-19008,Pink Silk Blouse,Tops,Blouse,Pink,L,18.0,38.0,140,10,SUP-006,2025-09-07,SF Downtown Store,5827356232610
CLO-19009,Blue Denim Jacket,Jackets,Coat,Blue,XL,38.0,78.0,85,9,SUP-013,2025-07-15,Palo Alto Outlet,0270314425101
CLO-19010,Gray Knit Beanie,Accessories,Hat,Gray,XS,6.5,14.0,40,6,SUP-004,2025-06-25,Online Warehouse,1090053709861
CLO-19011,Yellow Polo Shirt,Tops,Shirt,Yellow,M,12.0,26.0,180,12,SUP-010,2025-08-28,SF Downtown Store,7292883229837
CLO-19012,Black Ripped Jeans,Bottomwear,Jeans,Black,L,24.0,48.0,210,12,SUP-002,2025-09-18,Palo Alto Outlet,4612207073197
CLO-19013,Olive Green Hoodie,Jackets,Hoodie,Green,S,20.0,42.0,120,9,SUP-016,2025-10-12,Online Warehouse,1757628379675
CLO-19014,White Cotton Belt,Accessories,Belt,White,XL,7.5,17.0,95,7,SUP-017,2025-09-29,SF Downtown Store,6637637335472
CLO-19015,Purple Cardigan,Jackets,Cardigan,Purple,M,28.0,60.0,65,9,SUP-018,2025-08-10,Palo Alto Outlet,4018915991085
CLO-19016,Beige Linen Shirt,Tops,Shirt,Beige,S,16.0,34.0,170,11,SUP-019,2025-07-20,Online Warehouse,6886155535135
CLO-19017,Gray Wool Coat,Jackets,Coat,Gray,XL,50.0,95.0,40,5,SUP-020,2025-10-08,SF Downtown Store,9207667988996
CLO-19018,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,59.0,320,12,SUP-003,2025-08-12,SF Downtown Store,8427584662344
CLO-19019,Black Cotton Hoodie,Jackets,Hoodie,Black,L,18.0,39.0,180,10,SUP-012,2025-10-02,Palo Alto Outlet,9622787618705
CLO-19020,White Silk Shirt,Tops,Shirt,White,S,22.0,44.0,260,14,SUP-007,2025-09-15,Online Warehouse,7081091343429
CLO-19021,Gray V-Neck T-Shirt,Tops,T-Shirt,Gray,M,6.0,14.0,420,12,SUP-001,2025-07-28,SF Downtown Store,6643121885182
CLO-19022,Beige Chino Shorts,Bottomwear,Shorts,Beige,XS,9.5,19.0,90,8,SUP-009,2025-06-20,Palo Alto Outlet,1642000909878
CLO-19023,Navy Cardigan,Jackets,Cardigan,Navy,XL,27.0,54.0,60,9,SUP-004,2025-05-18,Online Warehouse,6972809957810
CLO-19024,Red Belt,Accessories,Belt,Red,M,8.0,16.0,40,6,SUP-015,2025-08-05,SF Downtown Store,1035304847697
CLO-19025,Black Baseball Cap,Accessories,Cap,Black,XS,4.5,9.0,85,7,SUP-006,2025-09-28,Palo Alto Outlet,3971647990974
CLO-19026,Blue Puffer Coat,Jackets,Coat,Blue,XXL,45.0,99.0,25,5,SUP-010,2025-08-22,Online Warehouse,2235029139302
CLO-19027,Pink Silk Blouse,Tops,Blouse,Pink,S,16.0,32.0,140,9,SUP-002,2025-07-03,SF Downtown Store,3929149673310
CLO-19028,Green Tank Top,Tops,Tank Top,Green,XS,5.0,12.0,110,11,SUP-011,2025-10-15,Online Warehouse,6009621594805
CLO-19029,Blue Jeans Skirt,Bottomwear,Skirt,Blue,M,13.0,26.0,95,8,SUP-005,2025-08-30,SF Downtown Store,8691956393865
CLO-19030,Black Jeans Classic,Bottomwear,Jeans,Black,L,24.0,48.0,210,12,SUP-008,2025-09-04,Palo Alto Outlet,1604869129065
CLO-19031,Brown Leather Belt,Accessories,Belt,Brown,L,9.0,18.0,50,6,SUP-013,2025-06-11,Online Warehouse,8282113591613
CLO-19032,Beige Hoodie,Jackets,Hoodie,Beige,M,14.0,28.0,150,10,SUP-014,2025-07-22,SF Downtown Store,6570594829298
CLO-19033,White Cotton Shirt,Tops,Shirt,White,XL,19.0,38.0,180,13,SUP-016,2025-10-01,Palo Alto Outlet,4783501693933
CLO-19034,Gray Sweatpants Jeans,Bottomwear,Pants,Gray,M,17.0,34.0,130,9,SUP-017,2025-05-25,Online Warehouse,6159072667162
CLO-19035,Purple Scarf,Accessories,Scarf,Purple,XL,7.0,15.0,60,7,SUP-018,2025-09-07,SF Downtown Store,5626657816574
CLO-19036,Blue Cap Sleeve Shirt,Tops,Shirt,Blue,S,14.0,28.0,200,12,SUP-019,2025-08-18,Palo Alto Outlet,5802824021019
CLO-19037,Gray Denim Jacket,Jackets,Jacket,Gray,M,32.0,64.0,70,9,SUP-020,2025-10-08,Online Warehouse,2370266919157
CLO-19038,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,32.5,68.0,210,15,SUP-012,2025-08-14,SF Downtown Store,2652136524394
CLO-19039,Black Cotton Hoodie,Jackets,Hoodie,Black,L,28.0,64.0,60,12,SUP-007,2025-07-03,Palo Alto Outlet,3568400658615
CLO-19040,White V-Neck T-Shirt,Tops,T-Shirt,White,S,6.5,12.5,320,10,SUP-003,2025-10-02,Online Warehouse,8435814918824
CLO-19041,Grey Cardigan,Jackets,Cardigan,Gray,M,22.0,46.0,40,10,SUP-009,2025-06-28,SF Downtown Store,3675800662277
CLO-19042,Navy Blazer,Jackets,Blazer,Navy,XL,45.0,90.0,25,8,SUP-014,2025-09-18,Palo Alto Outlet,1210207432105
CLO-19043,Red Belt,Accessories,Belt,Red,S,8.0,18.0,90,6,SUP-005,2025-05-22,Online Warehouse,6901716454411
CLO-19044,Blue Cap,Accessories,Cap,Blue,XS,10.0,22.0,70,6,SUP-011,2025-04-15,SF Downtown Store,2517384175022
CLO-19045,Black Tank Top,Tops,Tank Top,Black,XS,7.0,14.0,140,10,SUP-002,2025-09-05,Online Warehouse,7831169523593
CLO-19046,Blue Denim Shirt,Tops,Shirt,Blue,M,20.0,42.0,180,12,SUP-008,2025-08-29,SF Downtown Store,9220903240072
CLO-19047,Beige Trench Coat,Jackets,Coat,Beige,L,60.0,120.0,18,7,SUP-013,2025-07-19,Palo Alto Outlet,1218785427020
CLO-19048,Green Chino Jeans,Bottomwear,Jeans,Green,S,26.0,52.0,120,12,SUP-004,2025-06-12,Online Warehouse,9455746399043
CLO-19049,Purple Pleated Skirt,Bottomwear,Skirt,Purple,M,22.0,44.0,55,8,SUP-016,2025-10-11,SF Downtown Store,3168207785275
CLO-19050,Yellow Beanie,Accessories,Hat,Yellow,XS,6.0,14.0,35,5,SUP-006,2025-05-29,Online Warehouse,3206134192713
CLO-19051,Black Leather Belt,Accessories,Belt,Black,M,12.0,26.0,110,8,SUP-010,2025-08-01,SF Downtown Store,3974502145311
CLO-19052,White Cotton Shirt,Tops,Shirt,White,L,16.0,32.0,200,12,SUP-001,2025-07-26,Palo Alto Outlet,5974978664391
CLO-19053,Pink Hoodie,Jackets,Hoodie,Pink,M,25.0,55.0,55,9,SUP-018,2025-09-30,Online Warehouse,3261455092540
CLO-19054,Brown Corduroy Pants,Bottomwear,Pants,Brown,L,28.0,56.0,95,9,SUP-019,2025-06-04,SF Downtown Store,8345129195870
CLO-19055,Navy Blouse,Tops,Blouse,Navy,S,34.0,68.0,75,7,SUP-015,2025-08-20,Palo Alto Outlet,9526362742258
CLO-19056,Gray Sweatpants,Bottomwear,Pants,Gray,XL,18.0,36.0,130,12,SUP-005,2025-04-18,Online Warehouse,5396350299835
CLO-19057,Beige Trucker Cap,Accessories,Cap,Beige,S,9.0,19.0,40,6,SUP-017,2025-05-17,SF Downtown Store,5708747652868
CLO-19058,Blue T-Shirt,Tops,T-Shirt,Blue,M,8.5,17.0,320,12,SUP-003,2025-07-14,SF Downtown Store,3843247611434
CLO-19059,White Shirt,Tops,Shirt,White,L,12.0,24.0,210,15,SUP-011,2025-08-02,Palo Alto Outlet,3833506897444
CLO-19060,Black Blouse,Tops,Blouse,Black,S,15.0,29.0,95,12,SUP-005,2025-04-28,Online Warehouse,6871749095529
CLO-19061,Gray Tank Top,Tops,Tank Top,Gray,XS,6.0,12.0,40,8,SUP-019,2025-06-20,SF Downtown Store,8071796532170
CLO-19062,Blue Jeans,Bottomwear,Jeans,Blue,M,22.0,44.0,320,18,SUP-007,2025-09-05,Palo Alto Outlet,9117786496465
CLO-19063,Black Pants,Bottomwear,Pants,Black,L,18.0,36.0,180,16,SUP-002,2025-03-11,Online Warehouse,8894921475857
CLO-19064,Gray Shorts,Bottomwear,Shorts,Gray,S,9.0,18.0,90,10,SUP-012,2025-08-18,SF Downtown Store,0409926436902
CLO-19065,Red Hoodie,Jackets,Hoodie,Red,M,28.0,56.0,60,12,SUP-006,2025-07-29,Palo Alto Outlet,5855251612954
CLO-19066,Navy Blazer,Jackets,Blazer,Navy,L,40.0,84.0,38,8,SUP-018,2025-05-16,Online Warehouse,0179559898343
CLO-19067,Beige Coat,Jackets,Coat,Beige,XL,55.0,110.0,22,6,SUP-009,2025-10-02,SF Downtown Store,7024105283596
CLO-19068,Black Cap,Accessories,Cap,Black,M,4.0,10.0,120,15,SUP-013,2025-06-08,Palo Alto Outlet,3300374172714
CLO-19069,White Scarf,Accessories,Scarf,White,XS,6.0,12.0,80,10,SUP-017,2025-09-20,Online Warehouse,7780960201581
CLO-19070,Brown Belt,Accessories,Belt,Brown,M,7.0,14.0,45,9,SUP-004,2025-04-03,SF Downtown Store,2870479320024
CLO-19071,Green T-Shirt,Tops,T-Shirt,Green,S,8.0,16.0,210,12,SUP-010,2025-08-30,Palo Alto Outlet,2636326184760
CLO-19072,Purple Blouse,Tops,Blouse,Purple,M,14.0,28.0,110,12,SUP-016,2025-07-07,Online Warehouse,6937121835384
CLO-19073,Blue Cardigan,Jackets,Cardigan,Blue,XL,26.0,52.0,55,10,SUP-008,2025-05-25,SF Downtown Store,1273106381518
CLO-19074,Black Tank Top,Tops,Tank Top,Black,XS,5.0,9.0,5,5,SUP-014,2025-10-05,Online Warehouse,0496377027002
CLO-19075,Beige Blouse,Tops,Blouse,Beige,M,13.0,26.0,140,14,SUP-001,2025-07-22,Palo Alto Outlet,1005809982626
CLO-19076,Gray Hoodie,Jackets,Hoodie,Gray,L,20.0,40.0,150,15,SUP-015,2025-06-12,SF Downtown Store,6568042850388
CLO-19077,Red Cap,Accessories,Cap,Red,S,3.5,9.0,70,8,SUP-020,2025-09-28,Online Warehouse,5367176534738
CLO-19078,Red T-Shirt,Tops,T-Shirt,Red,M,6.5,12.0,320,12,SUP-003,2025-09-18,SF Downtown Store,3521418047188
CLO-19079,Blue Denim Jeans,Bottomwear,Jeans,Blue,L,18.0,34.0,260,15,SUP-007,2025-08-02,Palo Alto Outlet,3031011274705
CLO-19080,Black Blouse,Tops,Blouse,Black,S,22.0,45.0,140,10,SUP-012,2025-07-22,Online Warehouse,4098567062154
CLO-19081,Gray Hoodie,Jackets,Hoodie,Gray,XL,28.0,58.0,90,8,SUP-006,2025-10-03,SF Downtown Store,4647976185743
CLO-19082,Navy Blazer,Jackets,Blazer,Navy,M,55.0,110.0,40,6,SUP-019,2025-06-16,Palo Alto Outlet,8662502845181
CLO-19083,Beige Cardigan,Jackets,Cardigan,Beige,S,20.0,38.0,60,9,SUP-011,2025-05-28,Online Warehouse,8538124383114
CLO-19084,Black Cap,Accessories,Cap,Black,XS,5.0,12.0,75,5,SUP-004,2025-09-05,SF Downtown Store,1009578294199
CLO-19085,White Scarf,Accessories,Scarf,White,M,7.0,15.0,50,6,SUP-009,2025-08-29,Palo Alto Outlet,7653048272155
CLO-19086,Brown Belt,Accessories,Belt,Brown,L,9.0,18.0,45,5,SUP-002,2025-07-11,Online Warehouse,0396801168218
CLO-19087,Blue Tank Top,Tops,Tank Top,Blue,XS,4.5,9.0,180,10,SUP-015,2025-10-11,SF Downtown Store,7406492207355
CLO-19088,Pink T-Shirt,Tops,T-Shirt,Pink,S,5.0,11.0,210,12,SUP-005,2025-09-14,Palo Alto Outlet,6202294945131
CLO-19089,Gray Jeans,Bottomwear,Jeans,Gray,M,17.0,32.0,300,14,SUP-008,2025-08-07,Online Warehouse,9894847071730
CLO-19090,White Shirt,Tops,Shirt,White,L,21.0,42.0,150,9,SUP-014,2025-06-25,SF Downtown Store,2156013994765
CLO-19091,Black Jeans,Bottomwear,Jeans,Black,XL,25.0,50.0,120,11,SUP-001,2025-07-02,Palo Alto Outlet,9845762105206
CLO-19092,Red Coat,Jackets,Coat,Red,M,40.0,85.0,25,6,SUP-017,2025-10-20,Online Warehouse,8106961387343
CLO-19093,Blue Blouse,Tops,Blouse,Blue,XS,28.0,56.0,70,8,SUP-013,2025-05-17,SF Downtown Store,5711023477047
CLO-19094,Beige Shorts,Bottomwear,Shorts,Beige,S,14.0,28.0,95,7,SUP-010,2025-06-30,Palo Alto Outlet,2902388139372
CLO-19095,Green Tank Top,Tops,Tank Top,Green,M,5.5,11.0,160,9,SUP-016,2025-09-01,Online Warehouse,9981876322108
CLO-19096,Black Cap,Accessories,Cap,Black,M,6.0,13.0,60,6,SUP-004,2025-08-16,SF Downtown Store,1440930694827
CLO-19097,Purple Hoodie,Jackets,Hoodie,Purple,L,26.0,54.0,70,8,SUP-018,2025-07-29,Online Warehouse,2148463462771
CLO-19098,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,59.0,320,15,SUP-003,2025-09-14,SF Downtown Store,4254633072731
CLO-19099,White Cotton T-Shirt,Tops,T-Shirt,White,L,5.5,13.0,260,12,SUP-008,2025-10-02,Palo Alto Outlet,2569661469561
CLO-19100,Red Silk Blouse,Tops,Blouse,Red,S,18.0,39.0,180,14,SUP-012,2025-08-28,SF Downtown Store,4266053392033
CLO-19101,Black Hoodie,Jackets,Hoodie,Black,XL,22.0,49.0,95,10,SUP-005,2025-07-20,Online Warehouse,0098989396157
CLO-19102,Grey Cardigan,Jackets,Cardigan,Gray,M,26.0,62.0,40,8,SUP-017,2025-09-05,SF Downtown Store,4434288118462
CLO-19103,Navy Belt,Accessories,Belt,Navy,M,8.0,18.0,120,7,SUP-011,2025-10-12,Palo Alto Outlet,9820107228711
CLO-19104,Black Cap,Accessories,Cap,Black,XS,6.0,15.0,60,6,SUP-019,2025-06-18,Online Warehouse,6488789833732
CLO-19105,Blue Tank Top,Tops,Tank Top,Blue,XS,4.0,9.0,140,5,SUP-014,2025-09-29,Palo Alto Outlet,0253539654027
CLO-19106,Green Blouse,Tops,Blouse,Green,S,14.0,32.0,70,9,SUP-002,2025-08-15,SF Downtown Store,8656074168811
CLO-19107,Black Denim Shorts,Bottomwear,Shorts,Black,M,9.0,19.0,85,6,SUP-006,2025-07-03,Palo Alto Outlet,3469841985538
CLO-19108,Beige Blazer,Jackets,Blazer,Beige,L,34.0,78.0,22,5,SUP-009,2025-10-04,SF Downtown Store,9317500956148
CLO-19109,White Tank Top,Tops,Tank Top,White,S,3.5,9.5,200,8,SUP-004,2025-09-18,Online Warehouse,8019394349387
CLO-19110,Red Knit Shirt,Tops,Shirt,Red,M,15.0,32.0,210,11,SUP-013,2025-08-22,SF Downtown Store,1344391593675
CLO-19111,Purple Cardigan,Jackets,Cardigan,Purple,XL,20.0,42.0,48,9,SUP-016,2025-10-20,Online Warehouse,3594645752621
CLO-19112,Blue Jeans Belt,Accessories,Belt,Blue,L,7.0,16.0,110,6,SUP-018,2025-09-02,Palo Alto Outlet,3387960204155
CLO-19113,Black Hoodie,Jackets,Hoodie,Black,L,24.0,56.0,72,9,SUP-020,2025-10-08,SF Downtown Store,8301916463121
CLO-19114,Gray Denim Jeans,Bottomwear,Jeans,Gray,S,21.0,48.0,160,12,SUP-010,2025-07-28,Online Warehouse,2833109069295
CLO-19115,Beige Cap,Accessories,Cap,Beige,M,6.0,15.0,55,6,SUP-007,2025-09-11,SF Downtown Store,1249092189000
CLO-19116,Yellow Tank Top,Tops,Tank Top,Yellow,XS,4.5,10.5,120,7,SUP-015,2025-10-22,Palo Alto Outlet,9132531129047
CLO-19117,Pink Blouse,Tops,Blouse,Pink,M,16.0,34.0,100,9,SUP-001,2025-09-25,Online Warehouse,2700318513250
CLO-19118,Blue Denim Jeans,Bottomwear,Jeans,Blue,M,28.5,57.0,320,15,SUP-007,2025-09-12,SF Downtown Store,5303465855502
CLO-19119,Black Cotton Hoodie,Jackets,Hoodie,Black,L,22.0,49.0,80,12,SUP-011,2025-08-28,Palo Alto Outlet,4360411037408
CLO-19120,White Cotton T-Shirt,Tops,T-Shirt,White,S,6.5,14.0,210,15,SUP-003,2025-10-02,Online Warehouse,6004512664978
CLO-19121,Gray Cotton Shirt,Tops,Shirt,Gray,M,9.0,18.0,140,12,SUP-005,2025-09-20,SF Downtown Store,4437610925944
CLO-19122,Navy Blazer,Jackets,Blazer,Navy,XL,45.0,99.0,60,10,SUP-014,2025-07-15,Palo Alto Outlet,5287914881341
CLO-19123,Red Silk Scarf,Accessories,Scarf,Red,XS,12.0,24.0,40,8,SUP-002,2025-06-30,Online Warehouse,5791929126847
CLO-19124,Black Belt,Accessories,Belt,Black,M,8.0,15.0,90,10,SUP-009,2025-09-08,SF Downtown Store,1671100798519
CLO-19125,Beige Tank Top,Tops,Tank Top,Beige,S,5.5,14.0,170,12,SUP-006,2025-09-25,Online Warehouse,2180439969271
CLO-19126,Blue Denim Shorts,Bottomwear,Shorts,Blue,XS,14.0,28.0,120,12,SUP-012,2025-08-14,SF Downtown Store,7693431752303
